typ;px;langd_m;bredd_m;azimut;topp_m;takmedian_m;kanal;E_min;E_max;N_min;N_max;E_centrum;N_centrum;korsar_tilegrans
klump;108;22.9;9.9;27.9;30.0;0.0;veg;674621;674634;6584170;6584188;674627;6584179;0
klump;35;10.3;5.5;87.6;30.0;0.0;veg;674807;674816;6583939;6583944;674811;6583941;1
klump;545;55.1;18.5;66.2;30.0;8.0;veg;677912;677960;6580148;6580177;677937;6580163;0
klump;342;45.4;18.1;11.2;30.0;9.0;veg;674021;674041;6584059;6584098;674032;6584078;0
klump;22;6.1;5.2;137.5;30.0;12.0;veg;677716;677721;6576663;6576668;677718;6576665;0
klump;89;18.8;10.9;113.0;30.0;10.0;veg;672514;672530;6584139;6584152;672521;6584145;0
klump;64;14.7;6.9;20.1;30.0;10.0;veg;674705;674714;6583737;6583749;674709;6583743;0
klump;227;33.1;19.8;32.5;30.0;9.0;veg;674080;674102;6584032;6584064;674090;6584049;0
klump;58;15.9;7.5;103.8;30.0;8.0;veg;677105;677120;6575552;6575560;677111;6575556;0
klump;15;5.6;4.1;169.7;30.0;10.0;veg;672275;672279;6584294;6584299;672277;6584296;0
klump;37;7.9;7.5;97.8;30.0;10.0;veg;674379;674386;6583760;6583766;674383;6583763;0
klump;78;18.2;10.3;114.9;30.0;14.0;veg;670530;670547;6578694;6578708;670539;6578701;0
klump;15;5.1;4.2;3.4;30.0;8.0;veg;677124;677127;6575565;6575569;677125;6575567;0
klump;62;11.3;8.2;69.1;30.0;12.0;veg;677685;677695;6576659;6576668;677690;6576664;0
klump;32;7.1;6.1;167.4;30.0;4.5;veg;675773;675778;6575020;6575026;675775;6575023;0
klump;45;12.6;7.2;146.1;30.0;0.0;veg;674966;674975;6583391;6583401;674971;6583396;0
klump;43;11.5;6.3;133.7;30.0;5.0;veg;666146;666155;6584347;6584355;666150;6584351;0
klump;73;18.6;11.6;104.3;30.0;10.5;veg;677696;677712;6581959;6581971;677704;6581964;0
klump;65;13.4;8.4;166.0;30.0;12.0;veg;677732;677741;6576937;6576949;677737;6576942;0
klump;75;18.0;8.6;109.9;30.0;0.0;veg;674745;674761;6585231;6585242;674753;6585236;0
klump;146;17.7;13.1;21.4;30.0;5.0;veg;672134;672148;6583393;6583410;672140;6583401;0
klump;67;14.9;11.5;168.0;30.0;12.0;veg;670977;670988;6583808;6583819;670982;6583813;0
klump;95;17.2;8.7;29.7;30.0;8.0;veg;677150;677161;6575496;6575511;677155;6575504;0
klump;24;6.2;5.5;151.0;30.0;0.0;veg;674484;674489;6584143;6584148;674487;6584146;0
klump;77;19.0;9.6;150.5;30.0;0.0;veg;674564;674575;6585114;6585132;674570;6585122;0
klump;63;13.6;8.1;139.8;30.0;0.0;veg;674542;674552;6583933;6583944;674547;6583939;0
klump;92;13.1;10.1;120.5;30.0;11.5;bygg;675842;675853;6576777;6576787;675848;6576782;0
klump;300;51.0;14.8;78.7;30.0;12.0;bygg;672116;672159;6582764;6582783;672134;6582774;0
klump;84;13.0;10.8;42.9;30.0;10.0;veg;672754;672766;6583882;6583893;672760;6583887;0
klump;84;17.3;9.2;19.2;30.0;8.0;veg;677461;677472;6580569;6580585;677468;6580576;0
klump;61;19.2;7.8;166.1;30.0;10.0;veg;672369;672377;6584054;6584070;672373;6584062;0
klump;302;29.8;18.4;16.6;30.0;6.0;bygg+veg;674536;674556;6576356;6576385;674545;6576371;0
klump;79;22.4;8.0;64.5;30.0;9.0;veg;673891;673908;6584017;6584030;673899;6584024;0
klump;37;11.7;6.6;58.2;30.0;10.0;veg;672489;672499;6583989;6583997;672495;6583993;0
klump;51;11.9;6.7;87.1;30.0;10.0;veg;672527;672537;6584311;6584318;672532;6584315;0
klump;21;6.9;4.3;15.4;30.0;7.0;veg;666790;666793;6579259;6579265;666792;6579262;0
klump;62;17.8;6.6;102.2;30.0;6.5;veg;676624;676639;6575112;6575120;676632;6575116;0
klump;58;15.7;8.7;149.3;30.0;11.0;bygg;671472;671483;6576636;6576648;671477;6576642;1
klump;41;11.6;6.4;16.2;30.0;10.0;veg;672652;672659;6584059;6584070;672656;6584064;0
klump;36;10.9;5.3;121.8;30.0;0.0;veg;674531;674539;6585086;6585093;674534;6585089;0
klump;103;18.0;9.3;23.0;30.0;0.0;veg;674510;674521;6584157;6584172;674516;6584163;0
klump;60;12.9;8.5;122.1;30.0;6.5;veg;675204;675215;6584698;6584708;675209;6584703;0
klump;13;4.5;3.9;166.2;30.0;0.0;veg;678255;678258;6577406;6577409;678256;6577407;0
klump;60;12.7;7.2;77.6;30.0;10.0;veg;672614;672625;6584071;6584078;672619;6584074;0
klump;90;16.6;10.9;84.3;30.0;5.5;veg;672886;672902;6583761;6583771;672893;6583766;0
klump;44;10.6;6.4;88.5;30.0;0.0;veg;674686;674696;6585302;6585308;674690;6585305;0
klump;17;7.8;4.2;112.3;30.0;16.5;veg;676124;676130;6578354;6578358;676127;6578356;0
klump;51;10.2;8.3;154.7;30.0;4.5;veg;672653;672662;6584574;6584585;672657;6584579;0
klump;48;16.6;5.3;141.6;30.0;0.0;veg;674755;674765;6585057;6585069;674760;6585063;0
klump;31;8.0;5.5;87.7;30.0;0.0;veg;674717;674724;6585267;6585272;674720;6585270;0
klump;38;9.2;5.8;6.1;30.0;0.0;veg;674779;674785;6585062;6585069;674782;6585065;0
klump;64;15.6;13.2;14.8;30.0;11.5;bygg;667419;667432;6576355;6576372;667426;6576364;0
klump;21;6.3;5.0;21.0;30.0;10.0;veg;672606;672610;6583817;6583822;672608;6583819;0
klump;23;5.9;5.3;151.0;30.0;0.0;veg;675027;675032;6583451;6583456;675030;6583454;0
klump;121;25.9;13.1;28.5;30.0;0.0;veg;674539;674557;6583863;6583885;674547;6583874;0
klump;70;20.7;10.3;154.6;30.0;13.0;veg;671753;671765;6584889;6584907;671759;6584899;0
klump;98;17.6;11.4;7.7;30.0;6.5;veg;677657;677669;6583873;6583890;677663;6583881;0
klump;17;8.6;4.1;129.4;30.0;14.0;bygg;668046;668052;6584144;6584150;668049;6584147;0
klump;21;5.8;5.0;58.8;30.0;0.0;veg;674552;674557;6585085;6585089;674554;6585087;0
klump;71;13.9;8.0;156.8;30.0;6.5;veg;676855;676864;6575140;6575152;676860;6575146;1
klump;35;7.8;6.5;49.6;30.0;10.0;veg;672681;672687;6584061;6584067;672684;6584064;0
klump;30;8.3;6.0;142.8;30.0;10.0;veg;674697;674704;6583726;6583733;674700;6583730;0
klump;26;10.4;3.6;0.4;30.0;10.0;veg;674555;674558;6583796;6583805;674556;6583800;0
klump;152;17.6;13.4;76.7;30.0;4.0;veg;675697;675714;6584803;6584817;675705;6584811;0
klump;41;13.5;5.1;63.8;30.0;10.0;veg;672482;672493;6583956;6583963;672488;6583959;0
klump;56;13.1;6.7;0.7;30.0;10.0;veg;674718;674724;6583744;6583756;674721;6583749;0
klump;14;5.1;4.0;148.0;30.0;11.0;veg;674220;674223;6583582;6583586;674222;6583584;0
klump;16;5.2;4.2;23.7;30.0;10.0;veg;672750;672753;6583812;6583816;672752;6583814;0
klump;17;10.8;3.7;41.9;30.0;14.5;veg;669744;669750;6581788;6581795;669747;6581791;0
klump;51;13.6;6.5;54.3;30.0;6.0;veg;676881;676891;6575067;6575076;676886;6575072;0
klump;36;7.6;6.6;154.1;30.0;11.0;veg;674193;674199;6583584;6583590;674196;6583587;0
klump;24;8.8;6.2;78.2;30.0;9.5;veg;672035;672042;6584343;6584348;672038;6584345;0
klump;125;24.9;15.6;21.4;30.0;11.0;veg;671671;671686;6583127;6583150;671678;6583139;0
klump;57;10.9;8.6;6.3;30.0;7.0;veg;668329;668337;6581398;6581409;668333;6581404;0
klump;35;9.0;6.8;94.3;30.0;6.0;veg;677004;677012;6575000;6575006;677009;6575002;0
klump;68;13.0;9.4;90.1;30.0;7.0;veg;666692;666703;6579215;6579225;666697;6579219;0
klump;134;24.1;11.2;90.8;30.0;6.5;veg;672877;672897;6583895;6583905;672887;6583900;0
klump;18;5.5;4.4;146.0;30.0;0.0;veg;674895;674899;6585159;6585163;674897;6585161;0
klump;73;14.5;10.8;56.1;30.0;9.0;veg;666112;666125;6581451;6581462;666118;6581456;0
klump;71;11.7;9.6;179.8;30.0;11.5;veg;673226;673236;6577578;6577590;673231;6577584;0
klump;63;10.3;9.8;163.5;30.0;4.5;veg;676791;676801;6575081;6575091;676796;6575087;0
klump;96;14.6;9.7;2.1;30.0;10.0;veg;674467;674477;6583544;6583558;674472;6583551;0
klump;33;16.4;5.9;148.2;30.0;11.5;bygg+veg;670888;670897;6578980;6578994;670893;6578988;0
klump;59;12.6;7.4;140.4;30.0;11.5;veg;675937;675946;6583316;6583326;675941;6583322;0
klump;44;9.5;6.9;11.5;30.0;0.0;veg;674924;674930;6583533;6583542;674927;6583537;0
klump;19;5.9;5.0;20.5;30.0;12.5;veg;672696;672701;6583573;6583578;672698;6583576;0
klump;59;13.8;7.9;29.0;30.0;4.5;veg;675769;675777;6575030;6575041;675773;6575034;0
klump;103;21.8;8.2;112.5;30.0;8.0;veg;676867;676885;6575140;6575150;676875;6575145;0
klump;26;6.3;5.5;171.1;30.0;6.0;veg;674001;674005;6575579;6575584;674003;6575582;0
klump;149;18.8;11.8;15.1;30.0;10.0;veg;674499;674512;6583296;6583313;674506;6583304;0
klump;36;7.7;6.4;90.0;30.0;0.0;veg;674802;674809;6585088;6585094;674805;6585091;0
klump;34;12.8;5.0;66.8;30.0;8.0;veg;676875;676885;6575110;6575117;676880;6575114;0
klump;30;7.1;5.8;165.3;30.0;10.0;veg;674617;674622;6583414;6583421;674620;6583418;0
klump;28;7.1;6.1;98.8;30.0;0.0;veg;674338;674344;6584038;6584043;674341;6584040;0
klump;16;5.0;4.3;104.9;30.0;0.0;veg;674597;674601;6585335;6585338;674599;6585336;0
klump;39;10.7;5.9;1.5;30.0;0.0;veg;674376;674382;6583819;6583828;674379;6583823;0
klump;190;26.0;13.6;18.9;30.0;11.0;bygg;669093;669110;6575631;6575652;669104;6575640;0
klump;16;5.5;4.4;108.4;30.0;0.0;veg;674538;674543;6585332;6585336;674541;6585334;0
klump;14;5.1;3.9;121.5;30.0;9.0;veg;673967;673971;6583999;6584003;673969;6584001;0
klump;27;6.9;5.9;122.8;30.0;6.5;veg;676709;676714;6575107;6575112;676711;6575110;0
klump;8;5.5;2.9;159.9;30.0;15.5;veg;676469;676471;6581780;6581784;676470;6581782;0
klump;9;4.3;3.5;45.0;30.0;0.0;veg;674430;674433;6585316;6585319;674431;6585317;0
klump;46;9.4;7.8;18.3;30.0;10.0;veg;672669;672676;6584087;6584095;672673;6584091;0
klump;39;9.4;5.6;38.9;30.0;10.0;veg;674711;674718;6583729;6583736;674714;6583732;0
klump;19;5.6;4.9;158.2;30.0;0.0;veg;675047;675051;6583382;6583386;675049;6583384;0
klump;17;5.9;4.0;19.4;30.0;0.0;veg;674722;674725;6585148;6585153;674723;6585150;0
klump;57;11.5;10.2;10.5;30.0;12.0;bygg;669239;669250;6576396;6576407;669244;6576401;0
klump;87;17.3;11.7;87.7;30.0;4.5;veg;672727;672742;6584720;6584731;672735;6584726;0
klump;56;10.1;8.7;35.8;30.0;11.5;bygg;667298;667306;6576297;6576305;667302;6576301;0
klump;23;6.4;4.8;128.3;30.0;10.0;veg;674686;674691;6583737;6583741;674689;6583739;0
klump;135;16.8;12.7;107.2;30.0;12.5;veg;673676;673693;6579008;6579022;673685;6579015;0
klump;58;12.7;6.2;60.9;30.0;12.5;bygg;675920;675931;6584263;6584271;675925;6584267;0
klump;59;12.0;8.1;47.8;30.0;10.0;veg;674537;674547;6583764;6583775;674542;6583768;0
klump;19;5.5;5.0;125.5;30.0;0.0;veg;674761;674765;6583978;6583983;674763;6583981;0
klump;133;17.8;13.0;148.1;30.0;10.0;veg;672284;672299;6584153;6584169;672291;6584161;0
klump;34;9.0;6.6;37.0;30.0;15.5;veg;668927;668934;6584065;6584072;668930;6584069;0
klump;39;8.8;7.4;142.9;30.0;12.5;veg;668504;668511;6577819;6577826;668507;6577822;0
klump;18;12.9;2.0;108.8;30.0;16.5;veg;669324;669334;6584798;6584802;669328;6584800;0
klump;34;9.6;5.4;8.7;30.0;8.0;veg;677112;677117;6575605;6575614;677114;6575610;0
klump;9;4.6;2.8;119.5;30.0;6.0;veg;674824;674827;6583863;6583865;674825;6583864;0
klump;31;7.7;6.0;87.4;30.0;4.0;veg;675697;675704;6584796;6584802;675701;6584799;0
klump;34;7.5;6.6;125.2;30.0;12.0;veg;677677;677684;6576629;6576635;677680;6576633;0
klump;60;17.7;10.1;72.4;30.0;13.0;veg;672078;672094;6585170;6585180;672086;6585174;0
klump;19;6.0;5.3;45.8;30.0;0.0;veg;674597;674603;6583892;6583897;674600;6583894;0
klump;43;8.9;6.7;105.7;30.0;9.0;veg;674124;674132;6584131;6584138;674128;6584134;0
klump;23;8.6;4.2;44.8;30.0;11.0;veg;674180;674186;6583560;6583566;674183;6583563;0
klump;29;9.5;5.0;98.1;30.0;9.5;veg;677099;677107;6575642;6575647;677103;6575644;0
klump;20;6.1;5.4;16.0;30.0;0.0;veg;674566;674571;6585276;6585281;674568;6585278;0
klump;21;5.8;5.7;55.4;30.0;9.5;veg;672084;672089;6584383;6584388;672087;6584386;0
klump;31;7.8;6.1;135.3;30.0;0.0;veg;674438;674444;6585309;6585315;674441;6585312;0
klump;40;8.6;8.1;38.3;30.0;12.0;veg;677803;677811;6576628;6576637;677808;6576632;0
klump;17;13.1;3.3;132.5;30.0;11.5;veg;667171;667179;6581547;6581554;667176;6581550;0
klump;25;9.9;4.7;126.7;30.0;0.0;veg;674622;674629;6583918;6583925;674626;6583921;0
klump;63;13.5;8.5;90.3;30.0;0.0;veg;674623;674636;6585158;6585167;674629;6585163;0
klump;35;11.0;5.1;140.4;30.0;12.0;veg;677664;677671;6576621;6576629;677667;6576625;0
klump;49;14.2;5.9;63.1;30.0;10.0;veg;672493;672505;6584056;6584065;672499;6584060;0
klump;15;6.5;4.4;132.1;30.0;13.0;veg;672097;672102;6585168;6585173;672100;6585170;0
klump;38;9.3;6.8;147.9;30.0;11.5;veg;667345;667352;6581357;6581365;667349;6581361;0
klump;17;5.8;4.3;22.5;30.0;5.5;veg;678077;678081;6581188;6581192;678079;6581190;0
klump;38;16.9;4.9;153.8;30.0;10.5;veg;671174;671182;6578496;6578510;671178;6578504;0
klump;59;14.9;9.0;126.1;30.0;0.0;veg;674701;674714;6585157;6585168;674708;6585163;0
klump;26;6.3;5.6;0.0;30.0;10.0;veg;674395;674399;6583697;6583702;674397;6583700;0
klump;28;6.8;5.8;13.0;30.0;10.0;veg;674544;674550;6583452;6583458;674547;6583455;0
klump;21;7.3;4.3;68.1;30.0;9.0;veg;674016;674022;6583866;6583870;674019;6583868;0
klump;29;7.6;5.3;6.2;30.0;0.0;veg;674618;674622;6585087;6585094;674620;6585091;0
klump;35;8.9;8.1;104.1;30.0;9.0;veg;673858;673865;6584044;6584051;673862;6584047;0
klump;12;4.3;4.1;26.6;30.0;0.0;veg;674616;674619;6583810;6583813;674617;6583812;0
klump;19;6.3;4.1;163.3;30.0;0.0;veg;674640;674643;6583954;6583959;674642;6583956;0
klump;12;6.5;4.5;11.3;30.0;12.0;veg;673459;673463;6577199;6577204;673461;6577202;0
klump;16;5.6;4.1;93.2;30.0;12.0;veg;677686;677690;6576656;6576659;677688;6576657;0
klump;14;6.3;3.4;166.7;30.0;7.5;veg;674764;674767;6575395;6575400;674766;6575397;0
klump;12;5.1;3.8;53.5;30.0;8.5;veg;666824;666828;6579966;6579969;666826;6579967;0
klump;15;9.3;3.2;100.3;30.0;3.0;veg;678077;678084;6581646;6581649;678080;6581648;0
klump;18;10.7;4.2;76.3;30.0;13.0;veg;672093;672101;6585183;6585187;672097;6585185;0
klump;13;6.0;3.6;26.8;30.0;9.5;veg;672096;672099;6584330;6584335;672098;6584333;0
klump;21;6.7;4.5;174.5;30.0;9.0;veg;674290;674294;6583889;6583895;674292;6583892;0
klump;14;7.6;3.6;79.5;30.0;14.5;bygg+veg;676453;676459;6583491;6583494;676456;6583492;0
klump;17;5.6;4.8;153.0;30.0;11.0;veg;674133;674137;6583599;6583603;674135;6583601;0
klump;15;9.9;3.2;158.0;30.0;11.5;veg;670920;670924;6578928;6578935;670922;6578931;0
klump;18;11.2;3.3;123.8;30.0;11.5;veg;667174;667182;6581551;6581557;667178;6581554;0
klump;23;6.1;5.1;91.5;30.0;10.0;veg;674536;674541;6583469;6583473;674538;6583471;0
klump;21;6.1;5.3;116.0;30.0;0.0;veg;674551;674556;6585072;6585077;674553;6585074;0
klump;31;7.5;6.2;25.6;30.0;13.0;veg;672130;672136;6584145;6584151;672133;6584148;0
klump;33;8.3;6.2;152.2;30.0;0.0;veg;674637;674643;6585238;6585245;674640;6585242;0
klump;57;12.8;8.1;84.4;30.0;11.5;veg;677964;677976;6580438;6580446;677970;6580442;0
klump;19;6.2;5.0;110.4;30.0;12.5;veg;672632;672638;6583679;6583684;672635;6583681;0
klump;12;4.7;3.7;156.6;30.0;0.0;veg;674987;674990;6583526;6583530;674988;6583528;0
klump;19;5.7;5.0;94.0;30.0;10.0;veg;672495;672500;6584167;6584171;672498;6584169;0
klump;19;6.0;5.3;145.8;30.0;0.0;veg;675288;675293;6583602;6583607;675290;6583605;0
klump;25;6.5;5.3;54.7;30.0;0.0;veg;674824;674829;6583804;6583809;674826;6583807;1
klump;13;5.2;3.7;88.2;30.0;10.0;veg;674483;674487;6583797;6583800;674485;6583799;0
klump;28;13.3;4.4;10.6;30.0;9.5;veg;672108;672113;6584337;6584348;672111;6584343;0
klump;27;7.6;5.8;115.9;30.0;0.0;veg;674643;674650;6585338;6585343;674647;6585341;0
klump;24;8.4;4.8;104.7;30.0;11.5;bygg+veg;667429;667436;6576415;6576420;667432;6576418;0
klump;12;4.9;3.6;4.9;30.0;0.0;veg;674611;674614;6584044;6584048;674612;6584046;0
klump;18;5.8;4.3;2.2;30.0;6.0;veg;674895;674898;6583829;6583834;674896;6583831;0
klump;24;7.9;4.9;43.4;30.0;9.0;veg;674137;674142;6584103;6584108;674139;6584106;0
klump;30;7.5;6.4;12.2;30.0;6.5;veg;676499;676505;6575501;6575508;676502;6575504;0
klump;9;4.5;2.8;144.2;30.0;12.5;veg;672521;672523;6583750;6583753;672522;6583751;0
klump;11;6.6;3.8;117.8;30.0;17.0;veg;670972;670976;6583805;6583808;670974;6583807;1
klump;20;7.7;4.7;36.9;30.0;7.0;veg;668945;668950;6578936;6578942;668947;6578939;0
klump;8;6.3;2.3;161.7;30.0;11.5;veg;670890;670892;6578999;6579003;670891;6579002;0
klump;15;7.3;4.0;122.4;30.0;13.5;bygg;675144;675149;6577084;6577089;675146;6577086;0
klump;14;14.4;1.8;154.8;30.0;10.5;veg;671129;671134;6578557;6578567;671132;6578562;0
klump;23;8.7;5.3;63.9;30.0;0.0;veg;678246;678253;6577407;6577412;678250;6577409;0
klump;17;6.3;4.8;38.0;30.0;14.0;bygg;670403;670407;6583181;6583186;670405;6583184;0
klump;16;12.3;1.7;134.4;30.0;4.5;veg;674590;674597;6584767;6584774;674593;6584770;0
klump;14;5.0;4.2;16.6;30.0;6.0;veg;676874;676878;6575071;6575075;676876;6575074;0
klump;14;4.8;4.2;116.6;30.0;9.5;veg;672076;672080;6584330;6584334;672078;6584332;0
klump;14;11.6;1.9;114.8;30.0;10.5;veg;670042;670050;6580150;6580154;670046;6580152;0
klump;9;4.7;3.0;133.1;30.0;0.0;veg;674552;674555;6583810;6583813;674554;6583811;0
klump;9;5.6;2.8;53.7;30.0;11.5;bygg;667473;667477;6576530;6576533;667475;6576531;0
klump;18;5.5;4.8;169.5;30.0;9.5;veg;672085;672089;6584361;6584366;672087;6584364;0
klump;12;4.3;4.0;101.3;30.0;5.0;veg;666169;666172;6584346;6584349;666171;6584348;0
klump;8;4.2;3.0;88.2;30.0;13.5;bygg;677471;677474;6579299;6579301;677472;6579300;0
klump;9;4.1;3.8;125.8;30.0;6.0;veg;674845;674848;6583862;6583865;674846;6583863;0
klump;16;6.7;5.2;114.2;30.0;13.0;veg;671747;671753;6584898;6584902;671750;6584901;0
klump;12;6.0;3.8;51.7;30.0;14.5;bygg+veg;670786;670790;6584454;6584458;670788;6584456;0
klump;8;6.6;2.4;166.2;30.0;4.0;veg;675448;675450;6584356;6584361;675449;6584358;0
klump;10;5.1;3.7;51.4;30.0;16.5;veg;668204;668207;6584277;6584280;668205;6584278;0
klump;9;7.0;2.3;36.1;30.0;11.5;veg;671634;671637;6577994;6577998;671636;6577996;0
klump;795;71.5;27.5;104.1;29.5;6.0;bygg;671360;671423;6581760;6581790;671386;6581772;0
klump;290;23.2;21.4;110.6;29.5;8.5;bygg+veg;678345;678366;6578528;6578547;678355;6578537;0
klump;226;24.2;20.8;131.1;29.5;9.0;veg;674021;674045;6584175;6584198;674034;6584188;0
klump;61;19.2;10.3;171.7;29.5;11.5;veg;666273;666284;6579367;6579385;666278;6579377;0
klump;155;22.5;16.1;38.9;29.5;11.5;veg;673155;673176;6577590;6577611;673167;6577599;0
klump;58;12.3;6.6;49.8;29.5;6.0;veg;674812;674822;6583948;6583957;674817;6583953;1
klump;560;55.5;25.4;163.4;29.5;10.5;veg;674904;674935;6582789;6582841;674922;6582817;0
klump;53;14.3;5.4;69.6;29.5;0.0;veg;674561;674573;6585098;6585106;674567;6585102;0
klump;204;30.3;13.4;38.9;29.5;11.5;veg;678046;678071;6580267;6580293;678059;6580282;0
klump;75;12.9;8.2;164.5;29.5;11.5;bygg;675870;675878;6576932;6576944;675873;6576938;0
klump;333;38.7;19.8;2.8;29.5;6.0;veg;677847;677867;6580128;6580165;677857;6580146;0
klump;327;40.9;16.6;154.3;29.5;8.5;veg;677778;677802;6581153;6581190;677791;6581174;0
klump;287;23.7;18.7;43.3;29.5;12.0;bygg+veg;669870;669892;6578073;6578095;669881;6578083;0
klump;74;14.0;9.1;143.5;29.5;10.0;veg;672401;672412;6584084;6584096;672407;6584089;0
klump;53;14.9;7.2;2.5;29.5;13.5;bygg;670932;670939;6576919;6576933;670936;6576926;0
klump;11;5.1;3.7;97.7;29.5;9.0;bygg;671352;671356;6576370;6576373;671354;6576372;0
klump;50;15.2;7.4;121.1;29.5;6.5;veg;675203;675215;6584770;6584779;675208;6584774;0
klump;43;15.7;6.6;94.7;29.5;12.5;veg;672679;672692;6583554;6583561;672686;6583557;0
klump;178;19.2;15.1;139.1;29.5;9.0;bygg;670730;670746;6576139;6576157;670738;6576148;0
klump;23;9.6;4.4;11.5;29.5;0.0;veg;674983;674987;6583438;6583445;674985;6583442;0
klump;18;6.5;4.2;43.5;29.5;5.0;veg;666132;666136;6584381;6584386;666134;6584383;0
klump;8;4.2;3.0;178.2;29.5;0.0;veg;674531;674533;6583869;6583872;674532;6583871;0
klump;151;17.2;12.8;157.7;29.5;6.0;veg;674662;674676;6576269;6576285;674669;6576277;0
klump;668;58.7;19.0;10.5;29.5;8.5;bygg+veg;669466;669490;6577811;6577862;669478;6577836;0
klump;190;27.5;13.3;97.3;29.5;12.5;veg;672704;672729;6583688;6583703;672717;6583695;0
klump;246;21.4;15.9;131.5;29.5;12.5;bygg;674412;674432;6577440;6577460;674423;6577450;0
klump;26;7.6;5.4;110.3;29.5;13.0;veg;672030;672036;6584937;6584942;672033;6584940;0
klump;261;30.2;19.3;12.3;29.5;0.0;veg;677930;677949;6577571;6577600;677939;6577586;0
klump;89;12.5;10.8;112.5;29.5;10.5;veg;674869;674880;6582951;6582963;674874;6582956;0
klump;37;8.1;6.8;129.8;29.5;9.5;veg;677156;677163;6575667;6575674;677160;6575670;0
klump;151;24.1;10.6;119.0;29.5;9.5;veg;677117;677137;6575652;6575667;677128;6575660;0
klump;111;14.4;13.2;115.4;29.5;8.0;bygg+veg;676800;676813;6580108;6580121;676806;6580114;0
klump;33;7.0;6.5;90.4;29.5;10.0;veg;672497;672503;6583941;6583947;672500;6583944;0
klump;12;4.7;3.9;160.8;29.5;9.0;veg;674095;674098;6583988;6583992;674097;6583990;0
klump;801;65.3;21.3;57.4;29.5;9.0;bygg;671453;671509;6576576;6576620;671481;6576598;0
klump;140;20.2;16.7;175.8;29.5;10.0;veg;672605;672623;6584041;6584059;672612;6584050;0
klump;50;13.1;5.7;154.8;29.5;10.0;veg;672422;672430;6584289;6584300;672426;6584294;0
klump;157;26.4;9.2;87.6;29.5;12.0;bygg+veg;675983;676010;6577636;6577646;675996;6577641;0
klump;26;9.9;5.1;127.8;29.5;0.0;veg;674592;674599;6585134;6585140;674596;6585137;0
klump;136;18.9;13.0;42.4;29.5;9.0;veg;674065;674081;6584155;6584171;674073;6584164;0
klump;303;50.8;14.5;4.5;29.5;8.5;bygg+veg;672074;672092;6577892;6577932;672083;6577912;0
klump;85;19.2;9.4;177.3;29.5;12.5;veg;672699;672709;6583609;6583626;672704;6583617;0
klump;545;72.7;17.8;13.1;29.5;10.5;bygg+veg;667035;667060;6576345;6576409;667048;6576378;0
klump;103;20.6;10.6;81.3;29.5;9.5;veg;677155;677173;6575677;6575688;677166;6575682;0
klump;241;29.9;21.6;45.2;29.5;4.0;veg;675799;675825;6584682;6584710;675813;6584695;0
klump;50;12.3;8.3;54.8;29.5;11.5;bygg;670092;670102;6578338;6578346;670096;6578343;0
klump;180;23.7;15.0;97.1;29.5;6.0;veg;674702;674724;6576348;6576363;674714;6576355;0
klump;121;20.6;11.6;82.6;29.5;9.0;veg;674074;674094;6584139;6584150;674084;6584145;0
klump;25;9.0;4.3;7.9;29.5;0.0;veg;675067;675071;6583428;6583435;675069;6583431;0
klump;229;21.4;15.1;112.9;29.5;10.0;bygg;675443;675466;6576624;6576639;675456;6576633;0
klump;143;25.7;10.6;178.2;29.5;13.0;veg;671889;671901;6583858;6583883;671895;6583871;0
klump;144;21.4;11.1;134.3;29.5;7.0;bygg;668359;668376;6581348;6581366;668368;6581357;0
klump;64;13.8;9.6;32.7;29.5;11.0;veg;674189;674201;6583542;6583555;674196;6583548;0
klump;326;27.7;21.3;4.9;29.5;8.5;bygg;673289;673311;6575733;6575759;673300;6575747;0
klump;12;5.1;3.1;170.6;29.5;10.0;veg;674527;674529;6583313;6583317;674528;6583315;0
klump;30;6.4;6.2;171.4;29.5;0.0;veg;674505;674510;6585140;6585146;674508;6585143;0
klump;12;5.6;3.4;63.2;29.5;9.0;veg;674006;674010;6583947;6583950;674008;6583948;0
klump;40;10.8;7.3;129.7;29.5;9.0;veg;673908;673917;6584035;6584043;673913;6584039;0
klump;210;22.6;20.9;48.1;29.5;12.0;bygg+veg;668912;668934;6576360;6576381;668921;6576370;0
klump;86;16.6;9.0;9.6;29.5;10.0;veg;674514;674525;6583329;6583344;674520;6583336;0
klump;25;7.1;4.8;85.6;29.5;6.0;veg;675742;675748;6584830;6584834;675745;6584832;1
klump;54;12.0;6.7;59.3;29.5;6.5;veg;675171;675181;6584749;6584758;675176;6584754;0
klump;65;11.3;9.0;144.1;29.5;0.0;veg;674779;674789;6583897;6583908;674783;6583903;0
